Perfil;9.5;16;22;24;28;32;35;48;53;75;81;90;128;144;180;210;285;330;420;540;720;780
Z;0.69;0.77;0.82;0.84;0.87;0.89;0.91;0.98;1.00;1.06;1.09;1.10;1.13;1.19;1.24;;1.33;1.37;1.40;;;
A;;0.73;0.79;0.80;0.83;0.85;0.87;0.93;0.95;1.03;1.05;1.07;1.16;1.19;1.25;1.29;;;;;;
B;;;0.73;0.75;0.77;0.80;0.81;0.87;0.89;0.96;0.98;1.00;1.08;1.11;1.16;1.20;1.29;1.33;1.40;;;
C;;;;;0.72;0.73;;0.79;0.80;0.87;0.88;0.90;0.97;1.00;1.05;1.09;1.16;1.20;1.27;;;;;
D;;;;;;;;;;0.90;0.94;1.00;1.03;1.09;1.15;1.23;1.25;;
E;;;;;;;;;;;;0.90;0.94;1.00;1.03;1.09;1.15;1.23;1.25
20;;;;;;;;;0.91;0.93;0.95;1.02;1.05;1.10;1.14;1.22;;;;;
25;;;;;;;;;;0.82;0.83;0.85;0.92;0.96;1.00;1.03;1.10;1.13;;;;;
ZX;0.69;0.77;0.82;0.84;0.87;0.89;0.91;0.98;1.00;1.06;1.09;1.10;1.13;1.19;1.24;;1.33;1.37;1.40;;;
AX;;0.73;0.79;0.80;0.83;0.85;0.87;0.93;0.95;1.03;1.05;1.07;1.16;;;;;;;;
BX;;;0.73;0.75;0.77;0.80;0.81;0.87;0.89;0.96;0.98;1.00;1.08;;;;;;;;
CX;;;;;0.72;0.73;;0.79;0.80;0.87;0.88;0.90;0.97;;;;;;;;;
RA;;0.73;0.79;0.80;0.83;0.85;0.87;0.93;0.95;1.03;1.05;1.07;1.16;1.19;1.25;1.29;;;;;;
RB;;;0.73;0.75;0.77;0.80;0.81;0.87;0.89;0.96;0.98;1.00;1.08;1.11;1.16;1.20;1.29;1.33;1.40;;;
RC;;;;;0.72;0.73;;0.79;0.80;0.87;0.88;0.90;0.97;1.00;1.05;1.09;1.16;1.20;1.27;;;;;
