Perfil;512;630;635;710;732;800;850;900;1000;1080;1120;1205;1250;1270;1400;1600;1700;1800;2000;2030;2240;2415;2500;2690;2800;3150;3175;3550;3555;3810;4000;4500;4570;5000;5600;5690;6300;7100;8000;8500;9000;10000;10800;11200;12060;12500;12700
SPZ;0.81;0.82;;0.84;0.85;0.86;;0.88;0.90;;0.93;;0.94;;0.96;1.00;;1.01;1.02;;1.05;;1.07;;1.09;1.11;;1.13;;;;;;;;;;;;;;;;;
SPA;;;0.80;0.81;;0.83;;0.85;0.87;;0.89;;0.91;0.93;;0.95;0.96;;0.98;;1.00;;1.02;1.04;1.06;;1.08;1.09;;;;;;;;;;;;;;
SPB;;;;;;;;;0.82;;;0.84;0.86;;0.88;0.90;;0.92;0.94;;0.96;0.98;;1.00;1.02;;1.04;1.06;1.08;1.10;1.12;1.14;;;;;;;
SPC;;;;;;;;;;;;;;;0.81;;0.83;0.86;;0.88;0.90;;0.92;0.94;0.96;0.98;1.00;1.02;1.04;1.06;1.08;1.10;1.12;1.14
3V;;;0.83;;;;0.88;;;0.93;0.95;;0.96;;;1.01;;1.04;;1.08;1.10;;1.13;1.15;;;;;;;;;;;;;;;;;;;
5V;;;;;;;;;;;;;0.85;;;0.90;;0.93;0.96;0.97;;1.00;1.02;1.03;;1.06;;1.09;;1.15;1.16;1.17;;;;;;;
8V;;;;;;;;;;;;;;;;;;;;0.88;;0.90;0.92;0.93;0.95;0.98;;;;1.03;1.04;1.05;;;;;;1.08;1.09;1.10
XPZ;0.82;0.83;;0.85;0.86;0.87;;0.89;0.91;;0.93;;0.95;;0.98;1.00;;1.02;1.04;;1.06;;1.08;1.10;1.13;;1.15;;;;;;;;;;;;;;;;;;
XPA;;;0.81;0.82;;0.84;;0.86;0.88;;0.90;;0.92;0.94;;0.96;0.98;;1.00;;1.02;1.04;1.06;;1.08;;;;;;;;;;;;;;;;;
XPB;;;;;;;;;0.85;;;0.87;0.89;;0.91;0.93;;0.94;0.96;;0.98;1.01;1.03;;;;;;;;;;;;;;;;
XPC;;;;;;;;;;;;;;;;0.85;;0.86;;0.88;0.90;0.91;0.93;;;;;;;;;;;;;;;;;;
3VX;0.82;0.83;;0.85;0.86;0.87;;0.89;0.91;;0.93;;0.95;;0.98;1.00;;1.02;1.04;;1.06;;1.08;1.10;1.13;;1.15;;;;;;;;;;;;;;;;;;
5VX;;;;;;;;;0.85;;;0.87;0.89;;0.91;0.93;;0.94;0.96;;0.98;1.01;1.03;;;;;;;;;;;;;;;;
RSPZ;0.81;0.82;;0.84;0.85;0.86;;0.88;0.90;;0.93;;0.94;;0.96;1.00;;1.01;1.02;;1.05;;1.07;;1.09;1.11;;1.13;;;;;;;;;;;;;;;;;;;
RSPA;;;0.80;0.81;;0.83;;0.85;0.87;;0.89;;0.91;0.93;;0.95;0.96;;0.98;;1.00;;1.02;1.04;1.06;;1.08;1.09;;;;;;;;;;;;;;
RSPB;;;;;;;;;0.82;;;0.84;0.86;;0.88;0.90;;0.92;0.94;;0.96;0.98;;1.00;1.02;;1.04;1.06;1.08;1.10;1.12;1.14;;;;;;;
RSPC;;;;;;;;;;;;;;;;0.81;;0.83;0.86;;0.88;0.90;;0.92;0.94;0.96;0.98;1.00;1.02;1.04;1.06;1.08;1.10;1.12;1.14
R3V;;;0.83;;;;0.88;;;0.93;0.95;;0.96;;;1.01;;1.04;;1.08;1.10;;1.13;1.15;;;;;;;;;;;;;;;;;;;
R5V;;;;;;;;;;;;;0.85;;;0.90;;0.93;0.96;0.97;;1.00;1.02;1.03;;1.06;;1.09;;1.15;1.16;1.17;;;;;;;
R8V;;;;;;;;;;;;;;;;;;;;0.88;;0.90;0.92;0.93;0.95;0.98;;;;1.03;1.04;1.05;;;;;;1.08;1.09;1.10
R3VX;;;0.83;;;;0.88;;;0.93;0.95;;0.96;;;1.01;;1.04;;1.08;1.10;;1.13;1.15;;;;;;;;;;;;;;;;;;;
R5VX;;;;;;;;;;;;;0.85;;;0.90;;0.93;0.96;0.97;;1.00;1.02;1.03;;1.06;;1.09;;1.15;1.16;1.17;;;;;;;
